,Unnamed: 0,bank,bike,bike loan,business,business services,consumer,consumer durable,durable,durable loan,finance,financial,financial services,furniture,furniture loan,home,home loan,housing,housing finance,insurance,investor,loan,mobile,mobile loan,personal,personal loan,services,wheeler,wheeler loan,Company
21,22,0.2914856323350768,0.0,0.0,0.2914856323350768,0.0,0.0,0.0,0.0,0.0,0.25310618858624456,0.2914856323350768,0.0,0.0,0.0,0.2914856323350768,0.2914856323350768,0.0,0.0,0.2914856323350768,0.2914856323350768,0.1491166523929955,0.2914856323350768,0.0,0.2914856323350768,0.2914856323350768,0.25310618858624456,0.0,0.0,PSIB 
22,23,0.38433950493803737,0.0,0.0,0.38433950493803737,0.0,0.0,0.0,0.0,0.0,0.3337341413320989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38433950493803737,0.0,0.1966183372388628,0.38433950493803737,0.0,0.38433950493803737,0.0,0.3337341413320989,0.0,0.0,SBIN 
23,24,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,SBTR 
24,25,0.3012962905632796,0.0,0.0,0.3012962905632796,0.0,0.0,0.0,0.0,0.0,0.0,0.3012962905632796,0.0,0.0,0.0,0.3012962905632796,0.3012962905632796,0.0,0.0,0.3012962905632796,0.3012962905632796,0.1541355361748201,0.3012962905632796,0.0,0.3012962905632796,0.3012962905632796,0.261625093246383,0.0,0.0,SCBL 
25,26,0.3199331223715676,0.0,0.0,0.3199331223715676,0.0,0.0,0.0,0.0,0.0,0.2778080434265693,0.3199331223715676,0.0,0.0,0.0,0.3199331223715676,0.0,0.0,0.0,0.3199331223715676,0.0,0.16366966637602512,0.3199331223715676,0.0,0.3199331223715676,0.3199331223715676,0.2778080434265693,0.0,0.0,SIBL 
26,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SYNB 
27,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UBIN 
28,29,0.6025846284713108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6025846284713108,0.0,0.5232432809508257,0.0,0.0,UCBA 
29,30,0.2602040445791008,0.0,0.0,0.2602040445791008,0.0,0.0,0.0,0.0,0.0,0.22594339710862,0.2602040445791008,0.0,0.2602040445791008,0.0,0.2602040445791008,0.2602040445791008,0.2602040445791008,0.0,0.2602040445791008,0.2602040445791008,0.13311378593834064,0.2602040445791008,0.0,0.2602040445791008,0.2602040445791008,0.22594339710862,0.2602040445791008,0.0,UTIB 
30,31,0.7550665514877668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6556481547479347,0.0,0.0,VIJB 
31,32,0.2602040445791008,0.2602040445791008,0.2602040445791008,0.2602040445791008,0.0,0.0,0.0,0.0,0.0,0.22594339710862,0.2602040445791008,0.2602040445791008,0.0,0.0,0.2602040445791008,0.2602040445791008,0.0,0.0,0.2602040445791008,0.2602040445791008,0.13311378593834064,0.2602040445791008,0.0,0.2602040445791008,0.2602040445791008,0.22594339710862,0.0,0.0,YESB 
32,33,0.0,0.0,0.0,0.7550665514877668,0.0,0.0,0.0,0.0,0.0,0.6556481547479347,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,ACHAL
33,34,0.2947814029588153,0.0,0.0,0.2947814029588153,0.0,0.2947814029588153,0.0,0.0,0.0,0.2559680104000554,0.2947814029588153,0.0,0.0,0.0,0.2947814029588153,0.0,0.2947814029588153,0.0,0.2947814029588153,0.2947814029588153,0.0,0.2947814029588153,0.0,0.2947814029588153,0.0,0.2559680104000554,0.0,0.0,ACHAL AND ACHAL
34,35,0.4709860747910019,0.0,0.0,0.4709860747910019,0.0,0.0,0.0,0.0,0.0,0.408972096883696,0.4709860747910019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408972096883696,0.0,0.0,ACHAL CHIT O
