,bank,bike,bike loan,business,business services,consumer,consumer durable,durable,durable loan,finance,financial,financial services,furniture,furniture loan,home,home loan,housing,housing finance,insurance,investor,loan,mobile,mobile loan,personal,personal loan,services,wheeler,wheeler loan
22,0.2914856323350768,0.0,0.0,0.2914856323350768,0.0,0.0,0.0,0.0,0.0,0.25310618858624456,0.2914856323350768,0.0,0.0,0.0,0.2914856323350768,0.2914856323350768,0.0,0.0,0.2914856323350768,0.2914856323350768,0.1491166523929955,0.2914856323350768,0.0,0.2914856323350768,0.2914856323350768,0.25310618858624456,0.0,0.0
66,0.38478619172147854,0.0,0.0,0.9009087939165231,0.0,0.0,0.0,0.0,0.0,0.0,0.38478619172147854,0.38478619172147854,0.0,0.0,0.9009087939165231,0.0,0.0,0.0,0.0,0.0,0.0,0.9009087939165231,0.0,0.0,0.0,0.7822875840065943,0.0,0.0
4,0.8434245995222778,0.0,0.0,0.38478619172147854,0.0,0.0,0.0,0.0,0.0,0.0,0.8434245995222778,0.0,0.0,0.0,0.4586384078007992,0.0,0.0,0.0,0.8434245995222778,0.38478619172147854,0.0,0.38478619172147854,0.0,0.0,0.0,0.7323722409053852,0.0,0.0
58,0.2914856323350768,0.0,0.0,0.2914856323350768,0.0,0.2914856323350768,0.0,0.0,0.0,0.5062123771724891,0.5829712646701536,0.0,0.0,0.0,0.5829712646701536,0.5829712646701536,0.5829712646701536,0.5829712646701536,0.5829712646701536,0.5829712646701536,0.298233304785991,0.5829712646701536,0.0,0.2914856323350768,0.0,0.5062123771724891,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.4709860747910019,0.0,0.0,0.8297408137579642,0.0,0.0,0.0,0.0,0.0,0.7204901771738366,0.8297408137579642,0.35875473896696225,0.0,0.0,0.35875473896696225,0.0,0.0,0.0,0.35875473896696225,0.35875473896696225,0.18352982023957792,0.0,0.0,0.0,0.0,0.7204901771738366,0.0,0.0
46,0.38478619172147854,0.0,0.0,0.5161226021950446,0.0,0.0,0.0,0.0,0.0,0.0,0.9009087939165231,0.38478619172147854,0.0,0.0,0.9009087939165231,0.0,0.0,0.0,0.0,0.38478619172147854,0.0,0.38478619172147854,0.0,0.0,0.0,0.7822875840065943,0.0,0.0
25,0.3012962905632796,0.0,0.0,0.3012962905632796,0.0,0.0,0.0,0.0,0.0,0.0,0.3012962905632796,0.0,0.0,0.0,0.3012962905632796,0.3012962905632796,0.0,0.0,0.3012962905632796,0.3012962905632796,0.1541355361748201,0.3012962905632796,0.0,0.3012962905632796,0.3012962905632796,0.261625093246383,0.0,0.0
9,0.33304281763617244,0.0,0.0,0.33304281763617244,0.0,0.0,0.0,0.0,0.0,0.0,0.33304281763617244,0.0,0.0,0.0,0.33304281763617244,0.0,0.33304281763617244,0.0,0.33304281763617244,0.0,0.17037625378511895,0.33304281763617244,0.0,0.33304281763617244,0.0,0.28919160622988754,0.0,0.0
18,0.28848637743851135,0.0,0.0,0.28848637743851135,0.0,0.0,0.0,0.0,0.0,0.0,0.28848637743851135,0.28848637743851135,0.0,0.0,0.28848637743851135,0.0,0.28848637743851135,0.0,0.28848637743851135,0.28848637743851135,0.14758230970081432,0.28848637743851135,0.0,0.28848637743851135,0.28848637743851135,0.250501840751372,0.0,0.0
1,0.5829712646701536,0.0,0.0,0.5829712646701536,0.0,0.0,0.0,0.0,0.0,0.5062123771724891,0.5829712646701536,0.5829712646701536,0.0,0.0,0.5829712646701536,0.5829712646701536,0.5829712646701536,0.5829712646701536,0.5829712646701536,0.5829712646701536,0.298233304785991,0.0,0.0,0.0,0.0,0.5062123771724891,0.0,0.0
67,0.4586384078007992,0.0,0.0,0.4586384078007992,0.0,0.0,0.0,0.0,0.0,0.0,0.5161226021950446,0.0,0.0,0.0,0.5161226021950446,0.0,0.0,0.0,0.4586384078007992,0.9747610099958437,0.0,0.0,0.0,0.0,0.0,0.8464157977396016,0.0,0.0
47,0.38478619172147854,0.0,0.0,0.5161226021950446,0.0,0.0,0.0,0.0,0.0,0.0,0.9009087939165231,0.38478619172147854,0.0,0.0,0.9009087939165231,0.0,0.0,0.0,0.0,0.38478619172147854,0.0,0.38478619172147854,0.0,0.0,0.0,0.7822875840065943,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40771492756023175,0.0,0.0,0.0,0.40771492756023175,0.0,0.20857661024796323,0.40771492756023175,0.0,0.40771492756023175,0.40771492756023175,0.35403175970560097,0.0,0.0
71,0.0,0.0,0.0,0.4586384078007992,0.0,0.0,0.0,0.0,0.0,0.0,0.5161226021950446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9747610099958437,0.0,0.0,0.4586384078007992,0.0,0.9747610099958437,0.0,0.8464157977396016,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.3012962905632796,0.0,0.0,0.3012962905632796,0.0,0.0,0.0,0.0,0.0,0.0,0.3012962905632796,0.0,0.0,0.0,0.3012962905632796,0.3012962905632796,0.0,0.0,0.3012962905632796,0.3012962905632796,0.1541355361748201,0.3012962905632796,0.0,0.3012962905632796,0.3012962905632796,0.261625093246383,0.0,0.0
23,0.38433950493803737,0.0,0.0,0.38433950493803737,0.0,0.0,0.0,0.0,0.0,0.33373414133209894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38433950493803737,0.0,0.1966183372388628,0.38433950493803737,0.0,0.38433950493803737,0.0,0.33373414133209894,0.0,0.0
